# id:8--64-8 
0.13,-1.2287461585932
-0.64,-2.7086023201567
-0.52,-3.6090700933046
-0.08,1.5642839970562
-0.13,-0.38402051659428
-0.43,-2.3631845276967
1,-7.2064835265989
0.77,-3.4261336011631
0.6,-1.3748326915079
0.37,-0.025663790018643
0.66,-3.1197341134035
0.47,-0.78192239130832
-0.4,-2.4759884259038
-0.14,-0.70551373364786
0.27,0.42664523286336
-0.76,-5.0252492107962
-0.31,-1.85998666943
-0.79,-5.5322779895399
0.31,0.049316487383592
0.29,-1.7596702959588
0.48,-0.96962192476972
0.65,-3.1880168015466
0.72,-4.0341016566548
-0.87,-6.2532488429136
0.82,-2.1646123576809
-1,-8.7508646749412
-0.52,-2.7739597624589
-0.68,-2.8458630583026
-0.46,-2.4820551184228
-0.24,-0.68537291943245
0.16,0.05067827079569
-0.79,-6.3356382268175
0.62,-2.1480995066461
0.04,-0.60828114160184
0.57,-2.4893902775727
0.1,0.53217830355383
-0.82,-5.0119017109584
-0.49,-3.0025745709128
-0.84,-6.0563490714539
0.21,-0.62434522841362
-0.86,-6.6562344937267
0.46,-0.32750740050643
-0.31,-0.22073155631025
0.73,-3.3624632366065
-0.04,-0.40772632675693
0.05,0.86363096253858
0.5,0.24822766502521
0.99,-6.5048536370121
0.69,-1.7758434156974
-0.97,-8.2279614433146
0.34,-0.54841258848582
-0.71,-7.106185351429
0.89,-6.1200391156154
0.42,-0.2665114031138
0.45,-1.6587372991245
-0.97,-8.9508252211469
0.84,-4.2842745984059
-0.77,-5.5680150355242
0.27,0.3711412248047
0.77,-4.5937481241691
-0.56,-2.0741486023095
-0.65,-4.2688343284793
-0.94,-7.1271000148893
0.06,-0.092585761730735
0.36,0.96623536034532
0,-0.33067291585339
-0.78,-5.2892124609106
-0.78,-6.7752046854345
-0.91,-8.0567133452039
-0.84,-6.4980031063159
-0.74,-5.855942606288
0.14,-1.3472422466739
0.68,-2.8743252717136
-0.36,-2.3493285070928
0.33,0.88186615455132
0.18,0.26699203780474
0.21,0.33890794519765
0.72,-2.4787857247746
0.88,-5.442585165432
0.03,0.030241507056924
0.87,-5.4564288120574
0.94,-5.7640738167247
0.32,-1.7811907040249
-0.81,-6.3033254310498
0.81,-4.327953565707
-0.05,1.603871980717
-0.45,-1.7536524576882
-0.83,-6.7465364846819
0.48,0.076688554120002
0.18,0.21177491868256
0.22,-0.66340152042976
-0.43,-3.081272899221
0.9,-5.5713349141208
0.72,-3.7004904653461
0.06,1.2058593856979
0,-0.65009019458268
-0.23,0.01678746762477
0.01,0.57054446244604
0.1,-0.8217219624559
0.5,-1.7249701394445
0.57,-2.8373268005727
-0.03,0.42304698986347
-0.45,-3.1932331864225
-0.66,-4.9749860718684
